linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
the-exeter-group,https://www.linkedin.com/company/the-exeter-group,The Exeter Group,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employés. Siège social: Chicago, IL. Type: Société civile/Société ... Domaines: Hospital C-Suite, Healthcare (clinical & non-clinical), Healthcare IT, ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",6,2026-04-17T07:54:33Z,https://www.exeter-group.com,needs_review,4
third-street-family-health-services,https://www.linkedin.com/company/third-street-family-health-services,Third Street Family Health Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employés. Siège social: Mansfield, Ohio. Type: Non lucratif. Fondée en ... FQHC transforming community health across 11 locations in north-central Ohio.","site:linkedin.com/company/ ""FQHC"" ""51-200""",2,2026-04-17T07:55:02Z,https://thirdstreetfamily.org,ok,4
tiburcio-vasquez-health-ctr,https://www.linkedin.com/company/tiburcio-vasquez-health-ctr,Tiburcio Vasquez Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Hayward, California. Type: Public Company ... Community Health Center Network. Hospitals and Health Care. San Leandro, CA ...","site:linkedin.com/company/ ""community health center"" ""201-500""",7,2026-04-17T07:52:31Z,https://tiburciovasquez.com,title_mismatch,4
utah-partners-for-health,https://www.linkedin.com/company/utah-partners-for-health,UTAH PARTNERS FOR HEALTH,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"51-200 de angajați. Sediu: Midvale, Utah. Tip: Non-profit. Înființată ... Federally Qualified Health Center, Specialty Referral Coordination și Mobile Clinics ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",5,2026-04-17T07:53:18Z,https://utahpartners.com,parking,4
unicare-community-health-center-inc,https://www.linkedin.com/company/unicare-community-health-center-inc,Unicare Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Unicare Community Health Center | 806 followers on LinkedIn. We are a ... 201-500 employees. Headquarters: Ontario, California. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""community health center"" ""201-500""",22,2026-04-17T07:52:51Z,,none,4
valley-family-health-care,https://www.linkedin.com/company/valley-family-health-care,Valley Family Health Care,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 Beschäftigte. Hauptsitz: Payette, ID. Art: Nonprofit. Gegründet: 1981 ... Ähnliche Seiten. Community Health Center of Central Wyoming. Arztpraxen.","site:linkedin.com/company/ ""community health center"" ""201-500""",6,2026-04-17T07:52:30Z,https://www.vfhc.org,title_mismatch,4
valleywidehealthsystems,https://www.linkedin.com/company/valleywidehealthsystems,Valley-Wide Health Systems,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Alamosa, CO. Type: Nonprofit. Founded: 1976. Specialties: Dental, Behavioral Health, Physical Therapy, Family Medical, Pharmacy ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",25,2026-04-17T07:56:09Z,https://valley-widehealth.org,needs_review,4
vibranthealthkc,https://www.linkedin.com/company/vibranthealthkc,Vibrant Health,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 人. 总部: Kansas City，KS. 类型: 非营利机构. 创立: 1990. 领域 ... Vibrant Health is a community health center with a mission to make ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",5,2026-04-17T07:51:47Z,https://vibrant-health.org,thin_or_dead,4
kinston-community-health-center-inc,https://www.linkedin.com/company/kinston-community-health-center-inc,"Wallace, Morris, Barwick, Landis & Stroud, P.A.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 ansatte. Hovedkontor: Kinston, NC. Type: Utdanning. Beliggenheter. Primær ... Kinston Community Health Center, Inc. Sykehus og helsetjenester. Kinston ...","site:linkedin.com/company/ ""community health center"" ""201-500""",29,2026-04-17T07:53:00Z,,none,4
western-wayne-family-health-centers,https://www.linkedin.com/company/western-wayne-family-health-centers,Western Wayne Family Health Centers,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center that has grown to serve over 16000 ... 51-200 employees. Headquarters: Inkster , Michigan. Type: Nonprofit. Founded: 2006.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",1,2026-04-17T07:53:13Z,https://ww3.westernwayne.org,ok,4
westside-family-health-center,https://www.linkedin.com/company/westside-family-health-center,Westside Family Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC) and Patient-Centered Medical Home (PCMH) serving ... 51-200 employees. Headquarters: Culver City, California. Type ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",21,2026-04-17T07:53:38Z,https://westsidefamily.org,needs_review,4
westside-family-healthcare,https://www.linkedin.com/company/westside-family-healthcare,Westside Family Healthcare,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,Westside Family Healthcare is a Joint-Commission-accredited nonprofit federally qualified health center ... 직원 201-500명. 본사: DE Wilmington. 유형: 비영리.,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",2,2026-04-17T07:53:52Z,https://westsidefamilyhealthcare.org,title_mismatch,4
workforce-development-board-of-middlesex-county-inc,https://www.linkedin.com/company/workforce-development-board-of-middlesex-county-inc,Workforce Development Board of Middlesex County,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: New Brunswick, New Jersey. Type: Government ... As a Federally Qualified Health Center (FQHC), the JRF-CHC is dedicated to ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,https://www.wdb.ca,ok,4
aplahealth,https://www.linkedin.com/company/aplahealth,APLA Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,... federally qualified health center serving more than 14000 people annually ... 직원 51-200명. 본사: CA Los Angeles. 유형: 비영리. 설립: 1983. 전문 분야: Dental ...,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",3,2026-04-17T07:53:16Z,https://aplahealth.org,needs_review,3
access-community-health-center,https://www.linkedin.com/company/access-community-health-center,Access Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"External link for Access Community Health Center. Industry: Non-profit Organizations. Company size: 11-50 employees. Headquarters: Santa Ana, California. Type ...","site:linkedin.com/company/ ""community health center"" ""11-50""",1,2026-04-17T07:51:02Z,https://accesscommunityhealthcenters.org,needs_review,3
advantex-professional-services,https://www.linkedin.com/company/advantex-professional-services,Advantex Professional Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Irvine, CA. Type: Privately Held. Specialties: IT ... FQHC. This content isn't available here. Access this content and more in ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",10,2026-04-17T07:54:37Z,https://advantexprofessionalservices.com,parking,3
affinity-hp,https://www.linkedin.com/company/affinity-hp,Affinity Health Partners,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Plano, Texas. Type: Privately Held. Founded: 2017. Specialties: Rural Healthcare, Critical Access Hospitals, Perioperative ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",4,2026-04-17T07:55:04Z,https://affinityhealthpartners.org,parking,3
alameda-health-consortium,https://www.linkedin.com/company/alameda-health-consortium,Alameda Health Consortium,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: San Leandro, CA. Type: Nonprofit. Founded: 1972 ... Similar pages. Community Health Center Network. Hospitals and Health Care.","site:linkedin.com/company/ ""community health center"" ""11-50""",3,2026-04-17T07:51:04Z,https://www.alamedahealthconsortium.org,ok,3
alchemyhealth,https://www.linkedin.com/company/alchemyhealth,Alchemy,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"A Manager on our Pharmacy Strategy & Operations team, Kelsey brings years of experience as a clinical pharmacist at an FQHC. She works side-by ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",5,2026-04-17T07:54:31Z,https://www.alchemy.com,ok,3
all-care-health-center,https://www.linkedin.com/company/all-care-health-center,All Care Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"... Community Health Center and has experienced significant growth and expansion since its inception ... 51-200 employees. Headquarters: Council Bluffs, IA. Type ...","site:linkedin.com/company/ ""community health center"" ""51-200""",5,2026-04-17T07:51:47Z,https://www.allcarehealthcenter.org,ok,3
alliance-medical-center,https://www.linkedin.com/company/alliance-medical-center,Alliance Medical Center,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,We are a Federally Qualified Healthcare Center (FQHC) and currently the #16th largest nonprofit organization in the North Bay. ... 51-200 employees.,"site:linkedin.com/company/ ""FQHC"" ""51-200""",27,2026-04-17T07:55:34Z,https://alliancemedicalcenter.com,parking,3
amazing-taste-foods-inc.,https://www.linkedin.com/company/amazing-taste-foods-inc.,"Amazing Taste Foods, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 pekerja. Jenis: Milik Persendirian. Ditubuhkan: 1977. Pekerja di Amazing ... River Hills Community Health Center. Hospital dan Penjagaan Kesihatan ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",22,2026-04-17T07:51:28Z,https://amazingtaste.com,ok,3
anchorage-neighborhood-health-center-inc.,https://www.linkedin.com/company/anchorage-neighborhood-health-center-inc.,"Anchorage Neighborhood Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Anchorage, AK. Type: Nonprofit. Founded: 1974 ... community health center to meet that trust with compassion and respect. We ...","site:linkedin.com/company/ ""community health center"" ""201-500""",12,2026-04-17T07:52:37Z,https://anchorageneighborhood.com,parking,3
appalachian-mountain-health,https://www.linkedin.com/company/appalachian-mountain-health,Appalachian Mountain Health,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Asheville, North Carolina. Type: Government ... North Carolina Community Health Center Association. Hospitals and Health ...","site:linkedin.com/company/ ""community health center"" ""51-200""",11,2026-04-17T07:51:54Z,https://www.appalachianmountainhealth.org,ok,3
applied-science-inc.,https://www.linkedin.com/company/applied-science-inc.,"Applied Science, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11–50 anställda. Typ: Privatägt företag. Grundat ... —where #AI is driving #innovation in blood banking, donor/patient engagement, and FQHC population health.","site:linkedin.com/company/ ""FQHC"" ""11-50""",11,2026-04-17T07:54:39Z,https://applied-science.com,ok,3
aria-community-health-center,https://www.linkedin.com/company/aria-community-health-center,Aria Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Aria Community Health Center | 352 followers on LinkedIn. Aria Community Health Center ... 201-500 employees. Headquarters: Lemoore, California. Type: Public ...","site:linkedin.com/company/ ""community health center"" ""201-500""",27,2026-04-17T07:52:58Z,https://ariacommunityhealthcenter.org,parking,3
asian-american-health-coalition-dba-hope-clinic,https://www.linkedin.com/company/asian-american-health-coalition-dba-hope-clinic,Asian American Health Coalition,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 人. 总部: Houston，TX. 类型: 非营利机构. 创立: 2002. 领域: Pediatrics、Family ... Spring Branch Community Health Center. 医院和医疗保健. Houston，Texas ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",11,2026-04-17T07:51:54Z,https://asianamericanhealth.com,wrong_entity,3
avenue-360-health-and-wellness,https://www.linkedin.com/company/avenue-360-health-and-wellness,Avenue 360 Health and Wellness,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 anställda. Huvudkontor: Houston ... Liknande sidor. Legacy Community Health. Sjukhus och hälsovård. Houston, TX. Spring Branch Community Health Center.","site:linkedin.com/company/ ""community health center"" ""51-200""",3,2026-04-17T07:51:45Z,,none,3
baltimore-medical-system,https://www.linkedin.com/company/baltimore-medical-system,Baltimore Medical System,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,... Federally Qualified Health Center (FQHC) system in Maryland. Being ... 201-500 名員工. 總部: BaltimoreMaryland. 類型: 非營利組織. 創立時間 ...,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",18,2026-04-17T07:54:12Z,https://www.baltimoremedical.org,needs_review,3
bay-clinic-inc-,https://www.linkedin.com/company/bay-clinic-inc-,"Bay Clinic, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC) and sole safety-net provider for 55 ... 51-200 pekerja. Ibu pejabat: Hilo, HI. Jenis: Kebajikan. Ditubuhkan: 1983.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",21,2026-04-17T07:53:38Z,http://www.bay-clinic.com/,parking,3
bond-community-health-ctr,https://www.linkedin.com/company/bond-community-health-ctr,"Bond Community Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"קישור חיצוני עבור Bond Community Health Center, Inc. תעשייה: Hospitals and Health Care. גודל החברה: 51-200 עובדים. משרדים ראשיים: Tallahassee, Florida. סוג ...","site:linkedin.com/company/ ""community health center"" ""51-200""",31,2026-04-17T07:52:24Z,https://www.hugedomains.com/domain_profile.cfm?d=bondcommunity.com,parking,3
burrows-consulting-llc,https://www.linkedin.com/company/burrows-consulting-llc,"Burrows Consulting, LLC",1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,Our services include: -Grant writing and funding strategy -FQHC compliance ... 11-50 employees. Headquarters: Indiana. Type: Public Company. Founded: 2014.,"site:linkedin.com/company/ ""FQHC"" ""11-50""",1,2026-04-17T07:54:27Z,https://burrows-consulting.org,parking,3
cm-company-inc,https://www.linkedin.com/company/cm-company-inc,"CM Company, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Link zewnętrzny organizacji CM Company, Inc. Branża: Budownictwo. Wielkość firmy: 11–50 pracowników ... Community Health Center in Fort Hall. This long- ...","site:linkedin.com/company/ ""community health center"" ""11-50""",10,2026-04-17T07:51:13Z,http://cm.org,title_mismatch,3
cnect,https://www.linkedin.com/company/cnect,CNECT,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 名員工. 總部: San DiegoCalifornia. 類型: 私人所有. 創立時間: 1979. 地點 ... Facing a multisite telecommunication challenge, STRIDE Community Health Center ...","site:linkedin.com/company/ ""community health center"" ""11-50""",9,2026-04-17T07:51:12Z,http://cnect.org,parking,3
crchcsocial,https://www.linkedin.com/company/crchcsocial,Cabarrus Rowan Community Health Centers Inc.,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center funded under Section 330 of the Public Health Service Act, Cabarrus Rowan Community Health Centers (CRCHC) has served as a ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",8,2026-04-17T07:53:21Z,,none,3
capital-link-inc.,https://www.linkedin.com/company/capital-link-inc.,Capital Link,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Boston, MA. Type: Nonprofit. Founded: 1998 ... FQHC C-suite leadership on facility financing, New Markets Tax Credits, and ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,http://www.capital-link.org,needs_review,3
capturerx,https://www.linkedin.com/company/capturerx,CaptureRx,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employés. Siège social: San Antonio, Texas. Type: Société civile/Société ... Booth #18 | #340B #340BProgram #FQHC #CaptureRx. Aucune description ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",1,2026-04-17T07:55:01Z,https://capturerx.org,thin_or_dead,3
carevide,https://www.linkedin.com/company/carevide,Carevide,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 名員工. 總部: GreenvilleTexas. 類型: 非營利組織. 地點. 主要. 4500 Wesley St ... An Advocacy Center of Excellence (ACE) is a Community Health Center ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",3,2026-04-17T07:51:45Z,https://carevide.org,needs_review,3
caring-health-center-inc,https://www.linkedin.com/company/caring-health-center-inc,"Caring Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Springfield, MA. Type: Nonprofit ... community health center at Columbia Point. Thank you to all who ...","site:linkedin.com/company/ ""community health center"" ""201-500""",8,2026-04-17T07:52:32Z,https://caringhealthcenter.com,parking,3
carolina-health-centers-inc,https://www.linkedin.com/company/carolina-health-centers-inc,"Carolina Health Centers, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"Carolina Health Centers, Inc. Arztpraxen. Greenwood, South Carolina 541 Follower:innen. We are the FQHC serving the Lakelands area of South Carolina. ... 201–500 ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",6,2026-04-17T07:55:46Z,https://www.carolinahealthcenters.org,title_mismatch,3
center-for-family-health,https://www.linkedin.com/company/center-for-family-health,Center for Family Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"The Center for Family Health is a Federally Qualified Health Center (FQHC) located in downtown Jackson, Michigan. ... 201-500 名員工. 總部: JacksonMI. 類型: 非 ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",4,2026-04-17T07:53:54Z,https://centerforfamilyhealth.org,needs_review,3
chapcarebyaltamed,https://www.linkedin.com/company/chapcarebyaltamed,ChapCare by AltaMed,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Pasadena, CA. Type: Nonprofit. Founded: 1995 ... ParkTree Community Health Center. Hospitals and Health Care. Pomona ...","site:linkedin.com/company/ ""community health center"" ""51-200""",26,2026-04-17T07:52:15Z,https://cba.org/home,title_mismatch,3
columbia-river-health,https://www.linkedin.com/company/columbia-river-health,Columbia River Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"... federally qualified health center ... 11-50 employees. Headquarters: Boardman, Oregon. Type: Nonprofit. Specialties: Family Healthcare and ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",9,2026-04-17T07:53:12Z,https://domains.atom.com/lpd/name/columbiariver.org,wrong_entity,3
memberdriven,https://www.linkedin.com/company/memberdriven,Community Clinic Association of Los Angeles County,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Los Angeles, California. Type: Nonprofit ... Community health center leaders, staff and partners came together at the ...","site:linkedin.com/company/ ""community health center"" ""11-50""",7,2026-04-17T07:51:10Z,https://communityclinicassociation.org,wrong_entity,3
community-health-wellness-center,https://www.linkedin.com/company/community-health-wellness-center,Community Health & Wellness Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,Community Health & Wellness Center is an award-winning 501(c)(3) non-profit organization and the sole Federally Qualified Health Center ... 51-200 employees.,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",6,2026-04-17T07:53:19Z,https://community-health.com,parking,3
community-health-access-network-chan,https://www.linkedin.com/company/community-health-access-network-chan,Community Health Access Network (CHAN),1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Newmarket, NH. Type: Nonprofit. Founded: 1995 ... Moses Lake Community Health Center. Hospitals and Health Care. Moses Lake, WA ...","site:linkedin.com/company/ ""community health center"" ""11-50""",2,2026-04-17T07:51:03Z,https://communityhealthaccess-com.l.ink,title_mismatch,3
community-health-care-association-of-nys-chcanys-,https://www.linkedin.com/company/community-health-care-association-of-nys-chcanys-,Community Health Care Association of NYS,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 Beschäftigte. Hauptsitz: New York, NY. Art ... community health center experience focused on ... Community Health Center. https://lnkd.in/egXdAGXD.","site:linkedin.com/company/ ""community health center"" ""11-50""",1,2026-04-17T07:51:02Z,http://community-health-care.com,title_mismatch,3
chcsofms,https://www.linkedin.com/company/chcsofms,Community Health Center Association of Mississippi,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,External link for Community Health Center Association of Mississippi. Industry: Hospitals and Health Care. Company size: 11-50 employees. Headquarters: Jackson ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",1,2026-04-17T07:51:02Z,https://communityhealthcenter.org,wrong_entity,3
chcvt,https://www.linkedin.com/company/chcvt,Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"As your Federally Qualified Health Center, our goal is to be the cornerstone ... 201-500 employees. Headquarters: Burlington. Type: Nonprofit. Founded: 1971 ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",20,2026-04-17T07:54:14Z,https://www.communityhealthcenters.org,title_mismatch,3
communityhealthsystems-california,https://www.linkedin.com/company/communityhealthsystems-california,"Community Health Systems, Inc. (FQHC)",1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"http://www.chsica.org. Community Health Systems, Inc. (FQHC)的外部链接. 所属行业: 医院和医疗保健. 规模: 201-500 人. 总部: Riverside，CA. 类型: 非营利机构. 创立 ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",1,2026-04-17T07:55:40Z,https://www.communityhealthsystem.org,title_mismatch,3
comprehensive-community-health-centers,https://www.linkedin.com/company/comprehensive-community-health-centers,Comprehensive Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"| Comprehensive Community Health Centers, Inc. (CCHC) is a Federally Qualified Health Center ... (CCHC) is a Federally Qualified Health Center ... 직원 201-500명.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",1,2026-04-17T07:53:51Z,https://comprehensivecommunityhealth.com,parking,3
comprehensive-orthopaedic-global,https://www.linkedin.com/company/comprehensive-orthopaedic-global,Comprehensive Orthopaedic Global,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employés. Siège social: St Thomas, Virgin Islands. Type: Société civile ... Myrah Keating Smith Community Health Center. Susannaberg. 00831 St John ...","site:linkedin.com/company/ ""community health center"" ""11-50""",11,2026-04-17T07:51:14Z,https://comprehensiveorthopaedic.com,parking,3
cottage-hospital,https://www.linkedin.com/company/cottage-hospital,Cottage Hospital,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201–500 сотрудников ... Проложить маршрут. Сотрудники Cottage Hospital. Нажмите здесь, чтобы просмотреть профиль участника Jesse Dimick. Jesse Dimick. Director of ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",8,2026-04-17T07:55:48Z,https://www.cottagehospital.com,ok,3
crescent-community-health-center,https://www.linkedin.com/company/crescent-community-health-center,Crescent Community Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,... federally qualified health center providing primary and preventative medical ... 51-200 名員工. 總部: DubuqueIowa. 類型: 非營利組織. 創立時間: 2006. 地點. 主要.,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",22,2026-04-17T07:53:40Z,https://crescentcc.org,needs_review,3
crusader-community-health,https://www.linkedin.com/company/crusader-community-health,Crusader Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Crusader Community Health | 1040 (na) tagasubaybay sa LinkedIn. Crusader Community Health is a community based, non-profit community health center founded ...","site:linkedin.com/company/ ""community health center"" ""201-500""",22,2026-04-17T07:52:51Z,https://www.crusaderhealth.org,ok,3
cura-digital-health-solutions,https://www.linkedin.com/company/cura-digital-health-solutions,"Cura Digital Health Solutions, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 名員工. 總部: TulsaOklahoma. 類型: 私人所有. 創立時間: 2018. 地點 ... STRIDE Community Health Center. 醫療保健. DenverColorado · NeuroLeap ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",13,2026-04-17T07:51:17Z,https://cura-digital.com,title_mismatch,3
custom-data-services-inc,https://www.linkedin.com/company/custom-data-services-inc,"Custom Data Services, Inc",1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Merrillville, IN. Type: Privately Held ... FQHC services. Claims for non-behavioral health telehealth and Hospital Care ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,https://www.afternic.com/forsale/customdataservices.com?utm_source=tdfs&utm_medium=sn_affiliate_click&utm_campaign=tdfs_godaddy_dls&traffic_type=tdfs&traffic_id=godaddy_dls,title_mismatch,3
david-raines-community-health,https://www.linkedin.com/company/david-raines-community-health,David Raines Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Community health center affordable medical, dental, and behavioral health ... 11–50 anställda. Huvudkontor: Shreveport, Louisiana. Adresser. 1625 David ...","site:linkedin.com/company/ ""community health center"" ""11-50""",27,2026-04-17T07:51:36Z,https://www.davidraineschc.org,title_mismatch,3
directrelief,https://www.linkedin.com/company/directrelief,Direct Relief,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 працівників. Штаб-квартира: Santa Barbara, CA. Тип: Некомерційна ... community health center emergency preparedness. Network with health center ...","site:linkedin.com/company/ ""community health center"" ""51-200""",5,2026-04-17T07:51:47Z,https://www.directrelief.org,ok,3
duffyhealthcenter,https://www.linkedin.com/company/duffyhealthcenter,Duffy Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 funcionários. Sede: Hyannis, MA. Tipo: Sem fins lucrativos. Fundada em ... Community Health Center. Atividades de organizações sem fins lucrativos.","site:linkedin.com/company/ ""community health center"" ""51-200""",21,2026-04-17T07:52:07Z,https://www.duffyhealthcenter.org,ok,3
eastside-family-health-center,https://www.linkedin.com/company/eastside-family-health-center,Eastside Family Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: kirkland, washington. Type: Privately Held ... Community Health Center of Snohomish County (CHC). Hospitals and Health Care.","site:linkedin.com/company/ ""community health center"" ""11-50""",3,2026-04-17T07:51:04Z,https://eastsidefamilyhealth.org,bad_content,3
eisnerhealth,https://www.linkedin.com/company/eisnerhealth,Eisner Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"... community health center (FQHC), we open our doors to all patients ... 201–500 Beschäftigte. Hauptsitz: Los Angeles, CA. Art: Nonprofit. Gegründet: 1920.","site:linkedin.com/company/ ""community health center"" ""201-500""",1,2026-04-17T07:52:25Z,https://eisnerhealth.org,needs_review,3
emerald-a-r-systems,https://www.linkedin.com/company/emerald-a-r-systems,Emerald AR Systems,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,직원 51-200명. 본사: AZ Phoenix. 유형: 비상장기업. 설립: 2007. 전문 분야: Self-Pay ... 관련 페이지. FQHC. 금융 서비스. Arizona Phoenix · Emerald EBO. 비슷한 ...,"site:linkedin.com/company/ ""FQHC"" ""51-200""",10,2026-04-17T07:55:12Z,https://www.emeraldar.com,title_mismatch,3
equiscript,https://www.linkedin.com/company/equiscript,"Equiscript, LLC",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Charleston, SC. Type: Privately Held. Founded ... #FQHC #340B #340BProgram #CoveredEntity. No alternative text description ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",24,2026-04-17T07:55:30Z,https://www.equiscript.com/home,needs_review,3
facktor-health,https://www.linkedin.com/company/facktor-health,Facktor,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"... Community Health Center [CHC] providers throughout the United States since ... 11-50 employees. Headquarters: Los Angeles, CA. Type: Self-Owned. Founded ...","site:linkedin.com/company/ ""community health center"" ""11-50""",11,2026-04-17T07:51:14Z,https://facktor.com,parking,3
